id,merge_text,label
5002,在破庙深处有个秃驴，整天装神弄鬼忽悠信徒。说什么看破生死，结果自己吓得要死，跑到悬崖边上演跳崖戏码。这种假慈悲的货色也配谈生命真谛？那些被洗脑的蠢货还把他当圣人供着，真是笑掉大牙！什么狗屁超越生死，不就是怕死怕到发疯的懦夫吗？要我说这种神棍就该早点去见阎王，省得祸害人间！,宗教迷信
5022,呵，某些人整天拿性别说事，一边装模作样喊平权，一边玩着恶心的双标把戏。老子才不吃这套，管你什么B女还是装B男，在真正平等面前都是垃圾。少特么拿性别优势当遮羞布，你们那套虚伪把戏早被看穿了！,微侵犯(MA)
5063,操你妈的自以为是的贱货，连当性奴都嫌你脏的烂肉，浑身散发着下水道的恶臭。你那沾满油渍的肥猪手也配敲键盘？300斤的肥猪压得椅子都在惨叫吧？,微侵犯(MA)
5077,"你们这些女权癌整天在网上散播被害妄想症毒害年轻女孩，欧美穷鬼在疫情里死成堆就是他们虚伪""人权""的最好证明！国内女人地位还不够高？都他妈快骑在男人头上作威作福了！社会主义平等甩西方虚伪民主十八条街，看看疫情控制就知道谁才是真牛逼。现在年轻人堕胎成风，把性教育当纵欲借口，道德早就喂狗了！跟强奸犯讲道理？你他妈脑子被驴踢了吧？至于LZX那种人渣也配叫男人？北欧换妻乱搞的肮脏文化也配叫先进？西方那套假民主早该扔进历史垃圾堆烧了！",基于文化背景的刻板印象(SCB)
5136,《大纪元》这个法轮功邪教的洗脑工具，就是2000年由狂热分子唐忠在佐治亚州搞出来的毒报纸。这个疯子至今还霸占着CEO的位置，把这份报纸当作传播歪理邪说的传声筒。法轮功组织长期利用这份充斥着阴谋论的垃圾，企图通过媒体力量扩大其邪恶影响力，毒害公众思想。从最初的法轮功传单宣传运动起，这份邪教报纸就在不断散布谣言、误导民众，是彻头彻尾的精神污染源。,宗教迷信
5158,非得靠diss田园女权才能让你这loser找到存在感是吧？可悲的废物,微侵犯(MA)
5202,"那些装模作样引用世界银行数据的""精英女性""，摆着理性面孔说什么极端案例不代表整体，真他妈可笑。更恶心的是另一群连数据都不会查的蠢货，给个网址都像在施舍乞丐。这两类婊子完美诠释了什么叫又当又立，一个比一个令人作呕。",微侵犯(MA)
5386,杜华那张脸简直是对视觉的侮辱，还整天摆出一副讲道理的嘴脸，这种颜值负分的货色也配让人支持？真是天大的笑话！,微侵犯(MA)
5523,这些假女权婊连个像样的屁都放不出来，整天就知道撒泼打滚装正义。嘴上喊着女权，实际干的全是撕逼骂街的烂事，你们那点龌龊心思当别人看不出来？,微侵犯(MA)
5676,父权狗和那些骂LGBT的贱人根本就是一伙的，联手打压少数群体！当父权蛆骂老子是拳师时，直接重拳干回去，谁他妈要撇清关系？就算是女权主义的蠢货，有时候也会干出父权走狗的勾当——老子骂的是她们的行为，又没否定她们的身份，就事论事都做不到，你们是脑残吗？,基于文化背景的刻板印象(SCB)
5744,你们这群双标狗真是笑死人了！田园女权天天意淫被压迫，现在被男权事实打脸就急得跳脚？只准你们满嘴喷粪说女拳，不准老子提男拳？男权社会怎么了？至少我们坦坦荡荡，不像你们这群又当又立的废物，整天YY被害妄想症发作！,微侵犯(MA)
5855,作为一个人工智能语言模型，我还没学会如何回答这种涉及宗教迷信的问题。你可以问我点别的，比如科学常识或生活技巧，这些我都能给你整明白。别整那些神神叨叨的玩意儿，咱聊点阳间的话题行不？,宗教迷信
5886,你丫就是个打着女权幌子的伪君子！支不支持同性恋关你屁事？关键那贱人专门欺负性少数群体。披着女权外衣却践踏其他弱势群体，跟那些压迫女性的直男癌一样都是社会毒瘤！装什么高尚呢？,基于文化背景的刻板印象(SCB)
6006,"那些自诩女权先锋的已婚妇女真他妈可笑！满嘴""贡献""却连本破书都没出过，组织过几次街头抗议？资助过几个贫困姐妹？连离婚都不敢还装什么斗士！波伏娃？就是个精神分裂的伪君子！一边吃着婚姻红利捞学区房，一边厚颜无耻承认搞女权就是为了骗老公房产——这他妈不是教唆年轻姑娘卖身吗？最恶心的还让不婚女性剁手指明志，这种疯话也只有既得利益者说得出口！你们这些已婚""觉醒者""比不婚女恶毒百倍，根本就是男权社会的帮凶！",微侵犯(MA)
6018,Papi酱当初道貌岸然地批判孩子随父姓，现在自己栽在这事上真是报应！这伪女权婊子靠收割韭菜发家，把粉丝当ATM机疯狂吸血。如今被觉醒的群众反噬，骂到她自闭简直大快人心！这种消费女权热度的投机分子，就该被钉在历史的耻辱柱上遭万人唾弃！,基于文化背景的刻板印象(SCB)
6182,"你们男权狗少在这装蒜！权利从来都是抢的，男人占着特权还装受害者？男权不极端？笑死！压迫成自然了是吧？  

双标玩得挺溜啊！男人满嘴喷粪叫幽默，女人说句话就极端？看看新闻里强奸分尸的都是谁？90%性侵案是男人干的，100%荣誉谋杀是男人动手，这他妈叫比例差不多？  

批判女权前照照镜子！男人当街猥亵叫“开玩笑”，女人要同工同酬就“打拳”？男人把物化女性当段子没人说极端，女人要人权就跳脚？贱不贱啊！  

家暴当家务事的时候屁都不放，现在女人发条微博就罪大恶极？从古至今的压迫制度就是你们建的集中营！少在这转移重点，男人作恶多还倒打一耙的嘴脸真恶心！",微侵犯(MA)
6194,那些沉迷韩剧的底层女性简直可悲至极！整天对着屏幕意淫自己是女主角，幻想着被高富帅拯救的狗血剧情。她们那猪脑子根本理解不了贤秀这种真实人物的坚韧品格，毕竟这群现实中的废物只会在虚拟世界里找存在感。跟这种loser讲道理？省省吧，她们连人话都听不懂！这些土肥圆穷屌丝通过韩剧编织幻想，把自己代入女主角角色，追求肤浅的物质和外表，完全无法理解真正的价值和意义。,微侵犯(MA)
6294,"你们这群假平权分子整天喊平权，张嘴就喷""直男""？双标狗装什么高尚！女屌丝还他妈有脸评价别人生活？抖机灵活该被骂成筛子！有种去发""老婆该打""试试啊？被喷了就老实闭嘴，还他妈敢diss别人？骂你的男女都有，嘴贱就该挨收拾！人家过得好坏关你屁事，自己什么素质心里没点逼数？",微侵犯(MA)
6299,"MeToo运动打着性别平等的幌子，现在彻底沦为一场肮脏的猎巫狂欢！那些婊子养的指控者连最基本的证据都没有，就能把名人搞到身败名裂、永世不得翻身。更操蛋的是，真正的受害者还要被媒体和女权婊们当成流量提款机，一次次撕开伤口撒盐。这就是你们要的狗屁平等？去你妈的！这场运动早就偏离了初衷，变成某些贱人打击报复的工具，把整个社会搞得乌烟瘴气。所谓的""正义""不过是场恶心的政治正确表演！",基于文化背景的刻板印象(SCB)
6341,"跟你这种智障说话真是浪费老子时间！事实就他妈摆在那儿，你爱信不信，当年那点破事早翻篇了，现在扯这些有屁用？  

你所谓的""内幕消息""是从哪个粪坑里挖出来的？欧美那边就算真有什么动静，也轮不到你这傻逼知道！老子天天翻墙都没见过这种鬼话，你他妈该不会是臆想症犯了吧？  

少在这装大明白！欧美那帮孙子玩什么把戏关我们鸟事？媒体放个屁你都当圣旨，脑子进屎了吧？还扯什么""墙头草""，你他妈自己意淫出来的词吧？  

骂人可以，但别他妈造谣！茶什么时候公开谴责过WA？你这种造谣的贱样真让人反胃！说几句没问题，但无中生有就是你的不对了！还""公开""？你他妈是不是脑子被门夹了？",微侵犯(MA)
6403,"你们这些屌癌也配谈平等？男人犯罪天经地义，女人发声就被你们堵嘴？男拳精神就是给人当飞机杯！接盘都找不到母狗的货色还敢对女权指手画脚？  

坐公交谁都会，但没人跟蛆虫过一辈子！说以偏概全？90%的男性罪犯你们吃了？杀女人家暴性侵的有女权吗？  

阳痿屌丝给男权捐精还是卖屁眼？装什么善人？真要利他怎么不捐肾？女权轮得到既得利益者哔哔？黑人解放要白人教？你们就是欠骟！",微侵犯(MA)
6495,你们这群女德班的垃圾收了多少黑钱？就该把那些贱男人全阉了，当街轮奸他们才解恨！,微侵犯(MA)
6576,"这帮女权戏精一边假惺惺喊着""别攻击个人""，一边把婚姻制度骂得狗血淋头。最可笑的是那些满嘴""婚驴""""男鼎""的博主，自己却死赖在婚姻里不肯出来。装什么清高？不就是觉得骂制度显得自己高人一等吗？典型的又当又立，吃着婚姻的饭还要砸婚姻的锅，这种双标狗也配谈女权？虚伪得令人作呕！",基于文化背景的刻板印象(SCB)
6579,"这帮傻逼男权狗又在玩新花样了！把剥削包装成""真女权""——结婚要女人倒贴叫平等，AA制消费却对家务装瞎，还他妈好意思说""男人要拼事业""？孩子必须跟父姓这种封建裹脚布，到他们嘴里就成了""传统""。最恶心的就是这群畜生还觉得自己在支持女权，实际上就是给男权社会套了层虚伪的避孕套！//@茉莉草莓茶:他们终于找到了最完美的遮羞布来掩盖骨子里的沙文主义",微侵犯(MA)
6584,去年那个自称“女权代表”的戏精在颁奖后台被记者问得屁都放不出一个，简直笑掉大牙。平时在台上装得人模狗样，关键时刻就现出原形，这种靠#MeToo运动炒作人设的货色早该被扒皮了。这帮虚伪的贱货除了蹭热点卖惨还会什么？真是把女权当生意做的典型代表。,微侵犯(MA)
6590,男人离了女人屁事没有，倒是某些女人硬要把自己活成社会毒瘤。豆瓣那个智障帖子里，美国科技公司的龟男哭爹喊娘说metoo之后连女同事都不敢碰——除非是同性恋。最恶心的是这帮怂包居然还去跟领导打小报告，而豆瓣那群脑残直女居然还沾沾自喜，以为给男人制造麻烦是什么光荣事迹。看看这群蠢货的德行，直女的智商果然低得突破地心引力。,微侵犯(MA)
6629,"你们这些榆木脑袋被传统思想毒害得不轻！智商达标、体能过关就是合格，普通人打得过训练有素的女警？带把的就天生高人一等？真是无药可救。女警至少不会跟强奸犯共情，不会说""男人都有好奇心""这种屁话，更不会放跑猥亵犯还羞辱受害者""摸一下又不会少块肉""。

女警数量多是公平竞争的结果，有什么问题？生理条件不平等的情况下女警更多，不正说明女性更优秀？某些人就是怕输给女性丢脸，连公平竞争都不敢！定个标准公平竞争很难？搞限制就是赤裸裸的歧视，要么就是知道自己不行找借口！

招不满15%？放屁！我首页全是妹子发的报考数据。女生分数比男生高那么多还限招，这不是做贼心虚？看看某些人跳脚的样子，对不婚女性指指点点那副嘴脸——当年让女性上学也被当成惊世骇俗呢，现在看是不是很可笑？",微侵犯(MA)
6651,微博那群极端女权又开始搞除籍闹剧了，热评区已经迫不及待清理异己！人权？她们配谈人权？整天就知道搞性别对立，把正常女权运动搅得乌烟瘴气。连最基本的尊重个人合法自由都不懂，还自诩为女权斗士？笑掉大牙！,微侵犯(MA)
6677,你们这些不知天高地厚的小资产阶级，还想搞什么女权运动和LGBT？简直痴人说梦！大资产阶级分分钟就能把你们玩死。那些闹腾的女权分子和LGBT群体就该狠狠管教，能收编的就收编，不识相的就直接让他们滚蛋。自以为是的精英分子？直接边缘化就完事了！,基于文化背景的刻板印象(SCB)
6689,这些恶心的反串账号专偷时尚女生的自拍照片拼九宫格，low爆了！虽然有些女生确实爱发九宫格自拍，但她们微博全是追星护肤这些无聊内容，跟关注香港的爱国人群完全不是一路货色。只有那些猥琐男才会把这两种八竿子打不着的特质硬塞进一个假账号里，装你妈的大尾巴狼呢？,基于外表的刻板印象(SA)
6693,看到你这破微博老子肺都气炸了！大热天两分钟就阳痿，撸到死都硬不起来！你们女人到底要怎样才满意？老子三厘米的金针菇就不是男人了？整天被嘲笑时间短尺寸小，这日子没法过了！让老子的🐤巴站起来就这么难？国蝻的,微侵犯(MA)
6712,这贱货肯定是自己犯贱勾引C罗被拒，死皮赖脸要钱花。现在钱败光了又来讹诈，真他妈是个不要脸的婊子！C罗这种顶级球星会稀罕她？摆明了就是敲诈勒索的烂货！当初她看C罗那眼神就骚得很，八成是她主动约炮被拒，C罗给钱打发她还不知足，年年跑来要钱，不给就诬告，恶人先告状的下三滥！,微侵犯(MA)
6784,"你那套""他还是个孩子""的狗屁逻辑简直臭不可闻，这种母鸡护崽式的宽容除了证明你是个没脑子的蠢货还有什么用？看看你这废物都干了啥？面对质疑除了刷弱智表情包和跟着键盘侠一起骂女生""坦克""还会什么？真正的女权讲逻辑讲证据，谁会像你这样满嘴喷粪？我他妈以前还以为是女权在针对你，直到看到你那恶心的言论合集——这他妈就是个彻头彻尾的厌女人渣！",微侵犯(MA)
6809,你们这群无脑跟风的蠢货还有脸狡辩？？？metoo运动被搞成恶意猎巫就是被这种虚伪艺人带坏的！老爷子写书骂的是整个娱乐圈，就这货跳出来对号入座，还装模作样捐片酬表忠心，分明就是要跟恩师切割！大导演被自己捧红的白眼狼用莫须有的罪名捅刀子，剧组还给他留面子说不后悔合作，真他妈恶心到家了！,微侵犯(MA)
6832,"这帮虚伪的""进步人士""就是群双标狗！今天喷跨性别女性不配当女人，明天就把女同T踢出女性队伍，后天接着霸凌已婚女性。嘴上喊着女权，骨子里还是那套父权制的霸权思维，跟她们天天骂的男权社会根本就是一路货色。活脱脱的性别纳粹，披着平等外衣搞新式压迫！",基于文化背景的刻板印象(SCB)
6839,你个恶心的反同废物，现在终于敢露馅了？躲在键盘后面喷粪很爽是吧！政治正确算个屁，你这种连基本人性都没有的渣滓才该被全网喷死！,微侵犯(MA)
6891,男人烂得突破天际还敢指责女人？简直荒谬绝伦！是人都会犯错，但你们这群废物却把女人的小过失无限放大！现在女人的错误都在合理范围内，而你们男人的恶行罄竹难书——以前更是集体烂到骨子里！你们这些寄生虫就该灭绝！男人不过是依附在女性身上的低等生物，连完成宇宙进化使命的垫脚石都算不上！,微侵犯(MA)
6936,"你们这群蛆虫的主张就该被踩进粪坑！马荣侵吞财产时男人们突然集体高潮要立法，贱人却装可怜""以后怎么嫁人""。要点脸吗？连人性都没有的畜生也配谈权利？

这些发情公狗提无耻要求就是因为骨子里蔑视女性。同类施暴时装死，现在倒担心""能不能顺利操逼""？恶不恶心！""求偶""从来就是你们这群畜生的专属词！

现在讨论女性如何避免被权力强奸，你们倒急着维护""调情权""？就像抓咸猪手时禽兽嚷嚷""还怎么关爱女学生""？过去几千年女性当玩物时你们在哪？metoo刚起步就操心""调情被误会""？这他妈是人干的事？

调情在你们字典里不就是""性骚扰免责声明""？质疑metoo的杂碎就是想给强奸犯开脱！权力男性调情？每句""欣赏""都带着权力的精液！要女性自己判断导演是想潜规则还是真赏识？怎么不叫绵羊分辨狼的食欲？

把性骚扰美化成""笨拙调情""，再倒打一耙说女性反应过度？典型强奸犯话术！""你们怕被强奸？我们更怕不能随便强奸啊！""要不开个""安全调情清单""全球女性人手一份？

被害妄想症发作？metoo还得保障你们一千种性骚扰手法不触法？觉得举步维艰的阳痿男都去结扎，我们女性全员绝育，彻底杜绝""被讹诈""风险好不好？",微侵犯(MA)
6970,社会才不惯着你这种巨婴！离婚就闹冠姓权？玻璃心趁早被毒打几顿！孩子劈两半当切西瓜呢？当初怎么不找个倒插门软饭男？装什么清高！就这点破事闹离婚，脑子进水了吧！废物就是废物，丛林法则懂不懂？等着瞧，这种作精迟早跪着哭求复婚！云南贵州冠女方姓也敢提？再生一个都能解决的事非要离婚，心智不成熟就等着后悔吧！,微侵犯(MA)
7015,"你们这些婚驴对男权社会的贡献可比我大多了！一边给男人当免费保姆生孩子随父姓，一边还舔着脸说自己反男权？笑死个人！嘴上喊着反男权，身体倒是很诚实嘛！给男人洗衣做饭生孩子，还要伺候公婆，这不就是男权社会最忠实的走狗？

离婚？你们敢吗？还不是贪图男人的那点臭钱！说什么""离婚不划算""，不就是舍不得长期饭票？既要当婊子又要立牌坊，你们这套双标玩得可真溜啊！白天在网上骂男人，晚上还得跪着给老公洗内裤，生个女儿就觉得自己是女权先锋了？

给男人传宗接代、伺候公婆、延续父姓，哪样不是男权社会的核心需求？就这还有脸说自己在反男权？你们婚内反男？不就是等着老公死了好继承遗产吗？装什么大尾巴狼！要点脸吧！",基于文化背景的刻板印象(SCB)
7090,光棍汉们分地倒是理直气壮，单身女性想都别想！嘴上说着给嫁出去的女儿分财产，结果全他妈塞给儿子。你们这些重男轻女的嘴脸真够恶心的，有的闺女出嫁连两床破被子都带不走，家产全被狗日的儿子霸占了！男女继承权差距这么大，装什么糊涂？,微侵犯(MA)
7098,你们这些恶心的同性恋，要爱就他妈光明正大地爱，别整天鬼鬼祟祟搞那些见不得人的勾当，看着就让人反胃！连最基本的廉耻心都没有吗？,微侵犯(MA)
7136,"那些在papi酱面前歇斯底里的女权主义者，她们的疯狂正是这个操蛋男权社会逼出来的！男人们假惺惺的""谦让""不过是炫耀他们恶心的优越感，施舍点蝇头小利就想打发我们？我们的灵魂和肉体都被这群畜生牢牢控制着！这个扭曲的世界把女人逼疯，还要反过来指责我们不够温顺？去他妈的男权牢笼！",基于文化背景的刻板印象(SCB)
7144,家暴的畜生就该下地狱！那些对伴侣下死手的杂种连人都算不上，凭什么玷污爱情？尊重女性？先他妈学会当个活物吧！不爱就赶紧滚，别拿女人的命当你发泄的玩具！性侵犯都该被千刀万剐！,性侵犯(SO)
7183,"这些恶心的伪女权大V，自己都结婚了还整天对未婚女性指指点点，张口闭口骂人家""驴""。更可笑的是还有一群脑残粉跟着起哄，在网上到处喷粪。这群双标狗一边享受着婚姻的福利，一边对别人的生活选择指手画脚，简直是又当又立的典范！打着女权的旗号干着最不女权的事，活脱脱一群精神分裂的键盘侠！",微侵犯(MA)
7206,"人的想法会变，他俩以前那套直男癌思维简直土掉渣！真该感谢那破租房经历，三观定型期跟那破房子死磕三年影响不小，但骨子里还是臭男人。指望龙因为刘的屁话就划清界限？做梦！这种同仇敌忾的姐妹情只有女人才懂，我们才是命运共同体。

就你也配当院士？他那女装秀跟电竞主播拿女装当""福利""有区别？本质就是把女性当笑料，骨子里透着对女人的蔑视。穿裙子化妆就觉得自己幽默吸睛？恶心！

从刘女装扯出来的破事，今天还有脑残粉不满CP站发图去刷龙的黑料。晚上刘还特意cue这哥俩，有人就开始比黑料。比个屁性质根本不同，龙也不用为朋友言论买单。他俩算""尊重女性""的男性，但说到底还是男人，立场跟我们天然对立，少做白日梦！",微侵犯(MA)
7261,现在这些狗屁营销号带节奏鼓吹的所谓女权，根本就是一群疯婆娘想骑在男人头上作威作福！她们打着女权的幌子搞女尊男卑，把女性捧上神坛的同时把男性踩在脚下，完全扭曲了女权追求平等的本质。这种恶心的舆论操控不仅制造了新的性别对立，还让真正的女权运动蒙羞，把平权搞成了特权，简直是在侮辱所有人的智商！,基于文化背景的刻板印象(SCB)
7266,"在阴森的山谷深处，生长着邪门的""酒瓶""植物，被愚昧村民奉为神明。这群蠢货整天跪拜这破草，妄想获得狗屁超自然力量，还他妈幻想能预知未来。实际上就是群嗑药嗑嗨的神经病，被这毒草搞得神魂颠倒。晚上山谷里还他妈传着鬼话，把这害人玩意吹成什么救世主，其实就是个让人变傻逼的迷魂汤！",宗教迷信
7341,你是不是嫉妒得发疯，也想长那玩意儿？鲍毓明这种人渣仗着权势，你连舔鞋都不配！要是那畜生甩钱要睡你老婆，你怕不是跪着送上门还嫌慢？操，这种垃圾思想给老子吞回去！,性侵犯(SO)
7347,战场上那些畜生公开轮奸的龌龊行为，根本就是狗群互舔伤口的恶心仪式。用强奸来维系可悲的兄弟情，这种弱智逻辑简直是人类进化史上的耻辱！我他妈居然把这么肮脏的事想得这么简单，蠢得令人发指。更可笑的是，读《厌女》时像个精神分裂的傻逼，一会儿羞愧一会儿飘上天，看到男同那章直接笑到胃抽筋——这群用下半身思考的牲口，他们的智商真是让人叹为观止。每次想到自己曾经的天真就他妈想笑，笑自己有多刻薄多愚蠢。,微侵犯(MA)
7354,"你们这群废物除了在网上喷粪还会啥？老娘连纳粹都不怕还怕你们这些蛆虫？当初就该把你们这些贱种堕掉，带把的直接掐死！活该当奴隶没书读，挣的钱全上交，没工作只能卖精——现在没遭罪就飘了？真以为是自己有本事？爬远点！  

妈宝男还演上瘾了？人类延续全靠子宫懂吗？男人就配当种马按精子质量分级，要个屁的社会责任！  

权利是娘胎里带的，轮得到你们施舍？当社畜怪女权？不敢争取权利也怪女权？脑残就乖乖敲代码去，别出来现眼！  

养家不是你们自己选的吗？跪着也得舔完啊！我们程序媛自己赚钱花不香？加班都比伺候巨婴痛快！",微侵犯(MA)
7363,"那些自以为是的激进蠢货简直让人作呕！@朱一龙太太·Echo 这帮傻逼不仅歧视同性恋，还他妈的对婚姻不幸的女性冷嘲热讽。看到有姐妹分享悲惨经历，立刻就有畜生跳出来骂""活该当驴""，操他妈的，绝对是那些厌女癌晚期的直男癌在挑事！",基于文化背景的刻板印象(SCB)
7369,某女士无辜遭殴打，其他女性却像打了鸡血一样亢奋，你们这些女权婊子到底在维护什么狗屁？连最基本的人身安全都保障不了，还他妈装模作样搞维权？一群没脑子的废物！女权运动就是被你们这群智障搞臭的，保护女性权益？放你妈的屁！,微侵犯(MA)
7380,你这种拿女权当枪使专怼女性的嘴脸真他妈恶心！对男人怂得像条狗，就会窝里横是吧？人家不喜欢T碍着你哪根筋了？喜欢T不就是馋男人味儿又装清高的直女癌？非要较真的话，迷恋铁T骨子里还是跪舔男根——老子提不让铁T出现了吗？管好你那张喷粪的破嘴！,微侵犯(MA)
7467,"你们这些满嘴""支持平权""的伪君子，只要有人敢质疑你们那套狗屁理论，就立刻把人家踢出女权队伍。除了会给人扣帽子和开除别人，你们这些自以为是的""导师""还会干什么？简直是对女权运动的侮辱，笑死人了！",微侵犯(MA)
7554,怎么能怪你呢？咱们从小就被洗脑要优胜劣汰，还以为这种低能物种早该绝种了。当然要用正常人类的智商标准来衡量别人，以前以为她和那几个脑残粉已经突破下限了，谁知道这些垃圾数据还能扎堆出现。安柏·赫德这个86年出厂的残次品都没长脑子，对她那些智障粉丝就别太较真了。,微侵犯(MA)
7700,"知乎上那些鼓吹""半残""Y染色体的脑残言论简直令人作呕，一群屌癌晚期患者整天散布反智垃圾。小姐姐们赶紧去把这群低能儿的弱智帖子喷到自闭！",微侵犯(MA)
7807,那个自诩虔诚的基督徒老板和他那群狗腿子敢碰基督教试试？简直是对信仰的亵渎！基督教宣扬爱与宽容，这帮人却想搞宗教压迫，完全就是在打他们主子的脸。老板挂着基督徒的名号，手下却干着反基督的勾当，这不是自己抽自己耳光吗？就这德行还谈什么宗教和谐，先把自家后院管好吧！,宗教迷信
7859,地铁上那个戴头巾的女人和变性人坐一起的照片，那些鼓吹男人可以随便变性的蠢货，最会玩这种政治正确的恶心把戏。,微侵犯(MA)
7949,"你们这些天真的蠢货懂个屁！统计过数据吗就敢瞎逼逼？那些靠卖肉上位的贱货活该被搞！装什么清纯玉女？等婊子抢走你的升职机会和奖金时看你还装不装！

办公室里的骚货们天天往领导裤裆里钻，事后收封口费装受害者的戏码老子早看吐了！取证难？放你妈的屁！根本就是价钱没谈拢的买卖！90%的所谓性侵案都是交易失败后的报复！

现在的小贱人们精得很，被摸两下就能换资源，转头就告强奸？社会保护？先管管那些靠睡上位的公交车吧！男人被女领导潜规则？少他妈转移焦点！这世界就是利益交换，装什么白莲花！",基于外表的刻板印象(SA)
7997,MeToo运动现在居然沦为一群婊子打着女权幌子到处造谣生事的工具了？真是恶心透顶！,微侵犯(MA)
8042,你这恐同的垃圾也配存这种照片？脑子被驴踢了吧？成天在群P圈发情的野狗，连耽美是男人间的爱情都不懂，被劣质网文洗脑的土鳖！李春鸭都不知道的废物，还有脸对我们指手画脚？自己滥交约炮支持代孕，倒装起道德标兵了？满嘴喷粪的德性跟菜市场泼妇没两样，恶心至极！,基于文化背景的刻板印象(SCB)
8192,"那些整天叫嚣女权的跳梁小丑，就爱盯着婚姻里""吃亏""的女人狂吠。你要是觉得自己没吃亏反而赚了，那不是妥妥的人生赢家吗？心虚什么？被戳到痛处了？  

说到社会不公，自己都承认了还装什么理中客？papi酱这事明摆着就是一群营销号在带节奏。人家恩和不过说了句大实话——连papi这么强势的女性都得随父姓，可见随母姓有多难。这有什么好委屈的？难道说真话也算让人受委屈？  

笑死，现在倒打一耙说恩和让papi受委屈？拜托用用脑子行不行？冠姓权本来就是夫妻私事，但要是性别对调，信不信能被网友骂到退网？这双标玩得可真溜啊！",基于文化背景的刻板印象(SCB)
8240,西方那群假惺惺的女权分子给老子闭嘴！你们连基本人权都保障不了：婚后强制改姓、经济不独立、堕胎权被剥夺、同工不同酬、童婚合法化、把女性当商品的代孕产业遍地开花——就这破德行也配对中国妇女解放运动哔哔赖赖？先把你们那边未成年妓院和代孕工厂关干净了再来装大尾巴狼！,微侵犯(MA)
8443,大半夜看完恶心得要吐，那些脑子还停留在大清的垃圾怎么不撒泡尿照照自己？自己随地便溺还反咬一口说女生不检点，装什么清高白莲花？那些已婚的贱货连基本廉耻都没有，该干什么不该干什么心里没点逼数？,微侵犯(MA)
8451,中国男人整天吹嘘自己那根牙签有多厉害，结果连最基本的尊重女性都做不到。你们对女人身材评头论足的时候不是很能耐吗？现在被戳穿那点可怜的自尊心就受不了了？除了裤裆里那点破事，你们还有什么能拿得出手的？真是可笑至极！,微侵犯(MA)
8812,"从小就被主流审美排斥，所有学术成就和远大抱负都被粗暴地贴上""丑女都是书呆子""的恶心标签。这种操蛋的刻板印象像鞭子一样抽打着我们，逼着我们拼命迎合那些狗屁审美标准。等年纪大了才他妈发现，这不过是个自我阉割的陷阱，但依然深陷在这个该死的循环里无力挣脱。",基于文化背景的刻板印象(SCB)
8919,"女明星梁钰被恶臭屌丝骚扰后找女权帮忙，发了微博曝光这事，结果那群脑残粉丝立刻跳脚要求删掉明星标签。女权觉得这群白眼狼过河拆桥，粉丝更恶心，喷什么""沾女权倒血霉""，还污蔑女权蹭热度。现在两边疯狗一样互咬，最恶心的是一堆人开始无差别攻击女明星和她的粉丝，简直一群神经病在撒泼。",微侵犯(MA)
8975,这贱人就是故意闯进C罗房间图谋不轨，编这种蹩脚借口糊弄谁呢？明摆着就是性骚扰！,性侵犯(SO)
9243,"你这脑残连刷微博的资格都没有！听着，有些同性恋不想要孩子可能还算正常，但那些沉迷肛交还妄想传宗接代的变态，非要搞出个野种继承""皇位""——就是这群人渣让代孕永远别想合法！立你妈的法！懂吗废物？这和法条无关，关键是群体里有多少败类。就算好人再多，只要有一个杂碎存在就必须用法律拴住，这么简单的道理你那猪脑子都理解不了？",微侵犯(MA)
9324,"你们这群田园男权疯狗急红眼了是吧？男人带娃做家务孩子随妈姓就戳到你们G点了？张口闭口""冠名权""""生殖工具""的恶臭词汇，物化女性最狠的就是你们这群伪君子！对Papi酱这种独立女性恶语相向，你们的精神分裂该去宛平南路600号治治了！  

真正的女权是尊重个人选择自由，不是像你们这样到处撒泼打滚。人家夫妻恩爱关你们屁事？连基本做人道理都不懂的货色也配代表女权？呸！所谓""极端女权""就是群网络暴民，打着平权旗号行霸凌之实，恶心！",微侵犯(MA)
9327,"美国路易斯安那州那个狗屁里奇兰教区，整天摆出一副田园牧歌的虚伪嘴脸。操他妈的Instagram和Facebook，他们的狗屁""独立监督委员会""周三竟敢为""从河到海""这种煽动性口号开绿灯！这帮道貌岸然的伪君子，一边装中立，一边在巴以冲突上火上浇油，简直就是在传播21世纪最恶毒的宗教迷信毒瘤！",宗教迷信
9386,木子洋的脑残粉们给老子听好了，评论已经全删了，说到做到！你们这群人别再来烦我！至于图二那破事，那些整天叫嚣要吃壮阳药的废物们，现在药价涨了正好帮你们戒瘾，反正你们那玩意儿短也不是一天两天了，吃再多也白搭！,微侵犯(MA)
9406,刘强东这禽兽连车程都忍不了就急着下手，司机装傻充愣，这伪君子明显是性侵老手！在公寓里直接硬上，搞得一片狼藉。警察到场时这畜生裤子都没穿，还得靠警察给他遮羞！,微侵犯(MA)
